ISIN,Description,Market_Value,Currency,Page,Number_Data_Points,Additional_Info,Row_Y_Position
"CH0244767585","ISIN: CH0244767585 // Valorn.: 24476758","","","12","3","Ordinary Stocks // PRC: 3.91 | UBS GROUP INC NAMEN-AKT.","440"
